TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;2,79;;-5,28;0,40;0,14;26,83;9,47;-6,49;3,62;6,72;3,10;0,34;0,34;97,21;-0,19;1,01;-7,54;-2,66;5,63;0,35;0,64;0,41;2,55;;111.745,33;7,00;-0,53;0,10;425.082.954,78
ABCB4;25,19;10,39;6,52;0,92;0,10;15,81;14,70;12,20;5,41;5,41;;;0,80;-2,13;-0,10;0,26;14,08;1,50;;0,11;0,89;0,12;28,96;24,19;17.788.879,14;27,43;3,86;1,93;6.564.541.230,39
ABEV3;16,73;7,82;16,93;2,93;1,85;51,48;26,87;17,66;11,13;10,43;-0,70;-0,18;2,99;225,58;-2,64;1,03;17,28;10,91;21,10;0,63;0,36;0,62;8,61;6,48;400.296.542,67;5,72;0,99;2,13;263.726.113.592,97
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;2,08;;-0,14;-0,15;0,09;-6,13;-83,80;-147,32;-0,24;-3,71;-3,47;;0,20;-0,71;-0,12;0,69;-112,94;-62,35;-66,14;-0,55;1,55;0,42;-19,51;;84.323,33;-13,47;-15,21;0,03;129.210.007,68
AESB3;8,12;;-21,02;1,83;0,42;27,29;23,39;-9,44;8,48;18,40;9,93;2,15;1,98;-11,75;-0,49;0,79;-8,72;-2,02;4,23;0,23;0,71;0,21;;;13.684.494,00;4,43;-0,39;2,77;8.367.914.180,36
AFLT3;7,21;7,40;13,84;1,75;1,24;81,47;71,10;51,35;10,00;9,58;-0,41;-0,07;7,11;6,12;-1,90;2,39;12,62;8,97;11,60;0,71;0,29;0,17;6,47;11,92;2.354,58;4,13;0,52;1,91;454.840.687,00
AGRO3;18,17;4,14;-126,18;0,91;0,49;12,72;-1,76;-1,54;-110,60;-190,62;-80,02;0,66;1,95;4,83;-0,71;1,47;-0,72;-0,39;-3,64;0,53;0,47;0,25;10,70;;1.960.923,57;19,88;-0,14;1,20;1.865.758.177,48
AGXY3;1,80;;0,03;-0,18;0,02;-1,14;39,74;70,06;0,05;1,41;1,36;;0,02;0,07;-0,03;2,19;-661,54;55,38;83,66;-0,08;1,08;0,79;24,29;123,15;31.134,52;-9,78;64,68;0,00;34.145.227,80
AHEB3;23,38;;4,03;0,68;0,33;18,50;10,33;8,96;3,50;2,13;-1,44;-0,28;0,36;1,31;-0,59;2,45;16,94;8,27;15,74;0,49;0,51;0,92;21,70;;7.694,27;34,23;5,80;-0,07;204.057.099,26
AHEB5;58,00;;10,00;1,69;0,83;18,50;10,33;8,96;8,67;2,13;-1,44;-0,28;0,90;3,25;-1,45;2,45;16,94;8,27;15,74;0,49;0,51;0,92;21,70;;;34,23;5,80;-0,18;204.057.099,26
AHEB6;55,00;;9,49;1,61;0,78;18,50;10,33;8,96;8,23;2,13;-1,44;-0,28;0,85;3,08;-1,38;2,45;16,94;8,27;15,74;0,49;0,51;0,92;21,70;;;34,23;5,80;-0,17;204.057.099,26
ALLD3;4,81;24,08;1,35;0,30;0,14;11,75;9,41;6,26;0,90;1,16;0,26;0,09;0,08;0,44;-0,49;1,74;22,27;10,10;18,12;0,45;0,55;1,61;3,11;15,35;1.717.469,57;16,02;3,57;0,01;461.574.988,16
ALOS3;28,04;9,80;17,08;1,09;0,57;73,41;52,49;28,81;9,37;7,94;-1,43;-0,17;4,92;7,48;-0,64;2,81;6,39;3,33;11,37;0,52;0,48;0,12;29,09;37,40;154.560.152,48;25,71;1,64;-4,29;14.137.514.153,88
ALPA3;9,75;5,04;10,75;1,93;1,06;52,49;14,46;13,17;9,79;11,86;0,71;0,14;1,42;5,24;-2,04;1,73;17,90;9,85;13,55;0,55;0,45;0,75;6,29;34,59;92.989,86;5,06;0,91;0,05;7.587.445.803,60
ALPA4;12,45;4,35;13,73;2,46;1,35;52,49;14,46;13,17;12,51;11,86;0,71;0,14;1,81;6,68;-2,60;1,73;17,90;9,85;13,55;0,55;0,45;0,75;6,29;34,59;19.310.462,33;5,06;0,91;0,06;7.587.445.803,60
ALPK3;4,55;0,17;73,73;2,76;0,38;30,29;13,90;0,70;3,70;8,36;4,66;3,48;0,51;-12,10;-0,48;0,86;3,74;0,52;13,52;0,14;0,86;0,75;23,59;;590.890,52;1,65;0,06;-0,19;997.841.085,15
ALUP11;32,79;3,29;9,70;1,16;0,31;66,96;67,25;25,17;3,63;6,76;3,13;1,00;2,44;1,87;-0,42;3,30;12,00;3,25;9,07;0,27;0,63;0,13;-6,46;3,42;22.689.621,00;28,17;3,38;-7,27;10.808.464.968,93
ALUP3;11,29;3,19;10,01;1,20;0,33;66,96;67,25;25,17;3,75;6,76;3,13;1,00;2,52;1,93;-0,43;3,30;12,00;3,25;9,07;0,27;0,63;0,13;-6,46;3,42;56.055,24;9,39;1,13;-7,51;10.808.464.968,93
ALUP4;10,56;3,41;9,37;1,12;0,30;66,96;67,25;25,17;3,51;6,76;3,13;1,00;2,36;1,81;-0,40;3,30;12,00;3,25;9,07;0,27;0,63;0,13;-6,46;3,42;107.654,19;9,39;1,13;-7,02;10.808.464.968,93
AMAR3;0,62;;-2,01;2,47;0,16;52,58;10,01;-10,75;2,16;7,64;5,48;6,27;0,22;-0,72;-0,22;0,56;-122,78;-7,76;15,07;0,06;0,94;0,72;-7,06;;107.172,10;0,25;-0,31;0,48;318.380.107,24
AMBP3;0,18;;-1,17;0,28;0,02;18,22;17,36;-3,54;0,24;5,30;5,06;5,81;0,04;0,06;-0,03;2,72;-23,47;-1,52;8,91;0,06;0,87;0,43;67,64;;770.842,00;0,65;-0,15;0,06;300.675.364,20
AMER3;4,02;;1,45;0,18;0,05;26,50;3,34;4,49;1,95;5,64;3,69;0,34;0,07;0,29;-0,10;1,56;12,51;3,43;4,51;0,27;0,73;0,76;3,98;;4.859.507,00;22,12;2,77;-0,02;804.986.017,56
AMOB3;12,20;;;;;3,60;-46,82;-57,58;;;-0,01;;;;;0,19;-2.595,29;-6.030,26;2.660,36;-2,32;3,32;104,73;;;268.414,90;;;;0,00
ANIM3;2,74;2,97;8,24;0,46;0,10;63,13;24,93;3,27;1,08;5,13;4,05;1,73;0,27;0,86;-0,14;1,90;5,62;1,27;11,57;0,23;0,72;0,39;23,12;;17.081.969,67;5,92;0,33;0,54;1.106.600.525,70
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;51.166,00;23,16;-1,42;0,16;953.269.946,75
APTI3;197,64;;0,36;0,02;0,01;100,00;37,36;22,45;0,22;0,42;-1,77;-0,12;0,08;0,02;-0,01;3,99;4,24;2,03;1,80;0,48;0,52;0,09;20,51;-30,97;;13.019,79;551,44;-0,01;37.417.457,40
APTI4;2.930,92;;5,32;0,23;0,11;100,00;37,36;22,45;3,19;0,42;-1,77;-0,12;1,19;0,31;-0,20;3,99;4,24;2,03;1,80;0,48;0,52;0,09;20,51;-30,97;;13.019,79;551,44;-0,09;37.417.457,40
ARML3;3,13;19,78;21,44;0,85;0,19;32,22;23,57;2,66;2,42;7,25;4,83;1,69;0,57;1,01;-0,30;2,16;3,96;0,90;8,42;0,23;0,76;0,34;76,15;23,61;2.527.233,14;3,69;0,15;-0,35;1.084.526.523,61
ARND3;0,65;;-0,21;0,69;0,53;91,01;-748,20;-764,90;-0,21;0,00;0,21;-0,68;1,61;0,69;-36,66;4,67;-328,09;-254,42;-328,10;0,78;0,22;0,33;11,16;;504,60;0,94;-3,10;0,00;91.644.673,90
ASAI3;8,83;1,18;17,07;2,03;0,25;17,44;5,16;0,90;2,99;5,99;3,00;2,04;0,15;7,38;-0,40;1,10;11,89;1,48;17,18;0,12;0,88;1,64;16,49;-12,92;87.255.898,32;4,35;0,52;-1,12;11.951.681.043,46
AUAU3;3,21;0,94;;;;;;;;;;;;;;;;;;;;;;;7.065.982,76;;;;0,00
AURE3;11,55;;-9,38;1,02;0,26;13,55;9,24;-9,73;9,87;26,37;16,50;1,70;0,91;16,43;-0,30;1,11;-10,86;-2,73;3,22;0,25;0,72;0,28;41,69;;27.818.817,38;11,34;-1,23;0,00;12.131.865.599,70
AVLL3;12,95;;-0,75;-0,46;0,08;34,70;21,53;-23,55;0,82;5,49;4,66;;0,18;-0,92;-0,13;0,82;-60,73;-10,31;18,26;-0,17;1,16;0,44;26,55;;2.828,76;-28,36;-17,22;0,00;101.180.965,90
AXIA3;55,62;6,56;17,16;1,35;0,58;47,02;15,92;21,89;23,60;30,52;6,61;0,38;3,76;5,64;-0,73;2,11;7,88;3,41;-10,23;0,43;0,57;0,16;7,26;8,52;497.690.698,95;41,16;3,24;-10,68;165.886.326.463,00
AXIA5;55,50;6,02;17,12;1,35;0,58;47,02;15,92;21,89;23,55;30,52;6,61;0,38;3,75;5,63;-0,73;2,11;7,88;3,41;-10,23;0,43;0,57;0,16;7,26;8,52;4.700,00;41,16;3,24;-10,65;165.886.326.463,00
AXIA6;59,20;6,78;18,26;1,44;0,62;47,02;15,92;21,89;25,12;30,52;6,61;0,38;4,00;6,00;-0,78;2,11;7,88;3,41;-10,23;0,43;0,57;0,16;7,26;8,52;76.703.668,50;41,16;3,24;-11,36;165.886.326.463,00
AXIA7;54,42;;16,79;1,32;0,57;47,02;15,92;21,89;23,09;30,52;6,61;0,38;3,68;5,52;-0,71;2,11;7,88;3,41;-10,23;0,43;0,57;0,16;7,26;8,52;77.880.002,76;41,16;3,24;-10,45;165.886.326.463,00
AZEV3;2,55;;-0,47;2,52;0,21;15,41;-83,75;-135,40;-0,76;-1,24;-0,55;1,81;0,64;-0,91;-0,30;0,55;-535,98;-45,37;-128,70;0,08;0,92;0,34;68,75;;106.457,71;1,01;-5,43;0,00;259.426.643,04
AZEV4;2,22;;-0,41;2,19;0,19;15,41;-83,75;-135,40;-0,66;-1,24;-0,55;1,81;0,55;-0,79;-0,26;0,55;-535,98;-45,37;-128,70;0,08;0,92;0,34;68,75;;399.174,43;1,01;-5,43;0,00;259.426.643,04
AZTE3;0,18;;;;;;;;;;;;;;;;;;;;;;;;513.357,76;;;;0,00
AZUL53;215,00;;17,64;-20,99;2,54;23,31;22,09;20,68;16,51;3,94;3,87;;3,65;-10,93;-3,31;0,50;-119,00;14,41;-16,10;-0,12;1,12;0,70;30,38;;55.411,00;-10,24;12,19;-0,28;356.272.659,87
AZUL54;72,50;;5,95;-7,08;0,86;23,31;22,09;20,68;5,57;3,94;3,87;;1,23;-3,68;-1,12;0,50;-119,00;14,41;-16,10;-0,12;1,12;0,70;30,38;;20.945.788,00;-10,24;12,19;-0,10;356.272.659,87
AZZA3;18,99;13,04;4,71;0,49;0,26;54,89;8,66;7,17;3,90;6,07;2,17;0,27;0,34;1,08;-0,46;2,20;10,39;5,48;1,51;0,53;0,47;0,76;49,34;76,49;52.243.110,05;38,77;4,03;0,04;3.921.241.548,87
B3SA3;14,92;4,06;15,19;4,12;1,55;90,46;60,27;42,49;10,71;10,62;-0,09;-0,03;6,45;8,03;-2,46;2,09;27,15;10,20;6,45;0,38;0,62;0,24;3,58;3,60;627.088.298,14;3,62;0,98;3,22;75.293.780.000,00
BAHI3;4,51;;-2,32;7,22;0,30;46,30;-3,46;-15,38;-10,31;-13,03;-2,72;1,91;0,36;-0,73;-0,34;0,24;-311,28;-12,87;-11,93;0,04;0,86;0,84;11,13;;16.499,00;0,62;-1,95;0,08;119.021.524,82
BALM3;26,00;15,38;13,23;1,60;0,90;63,15;16,37;9,07;7,33;4,68;-1,38;-0,30;1,20;2,12;-3,40;2,37;12,07;6,83;13,94;0,57;0,46;0,75;5,57;2,49;2.126,71;16,29;1,97;-0,35;210.700.000,00
BALM4;17,00;23,53;8,65;1,04;0,59;63,15;16,37;9,07;4,79;4,68;-1,38;-0,30;0,78;1,39;-2,22;2,37;12,07;6,83;13,94;0,57;0,46;0,75;5,57;2,49;12.430,75;16,29;1,97;-0,23;210.700.000,00
BAUH3;0,00;;0,00;0,00;0,00;24,68;8,15;7,93;0,00;;-3,27;-0,52;0,00;0,00;0,00;1,89;15,58;10,51;11,65;0,67;0,33;1,33;8,24;-0,29;;28,37;4,42;0,00;
BAUH4;93,90;;21,24;3,31;2,23;24,68;8,15;7,93;20,67;;-3,27;-0,52;1,68;8,32;-5,19;1,89;15,58;10,51;11,65;0,67;0,33;1,33;8,24;-0,29;5.365,71;28,37;4,42;-1,56;
BAZA3;59,99;19,91;3,98;0,47;0,05;1,10;6,05;12,73;8,38;8,38;;;0,51;58,09;-0,05;;11,77;1,31;;0,11;0,89;0,10;46,47;26,06;442.043,77;128,13;15,08;-0,13;3.362.938.316,85
BBAS3;20,34;2,71;7,42;0,61;0,04;30,81;1,95;4,82;18,34;18,34;;;0,36;2,11;-0,05;9,47;8,20;0,60;;0,07;0,92;0,12;26,49;3,40;431.498.858,24;33,45;2,74;-0,20;116.565.164.373,60
BBDC3;15,64;7,16;7,06;0,92;0,07;27,28;7,91;8,15;7,27;7,80;;;0,57;0,64;-0,08;10,43;13,06;0,96;;0,07;0,93;0,12;22,38;7,93;126.975.236,52;16,97;2,22;0,30;177.716.030.161,08
BBDC4;17,92;6,81;8,08;1,06;0,08;27,28;7,91;8,15;8,33;7,80;;;0,66;0,73;-0,09;10,43;13,06;0,96;;0,07;0,93;0,12;22,38;7,93;486.776.372,86;16,97;2,22;0,34;177.716.030.161,08
BBML3;3.936,42;;-596,71;-248,41;162,14;1,68;-7,70;-19,73;-1.528,39;-1.533,19;-4,80;;117,74;-145,27;-226,58;0,20;-41,63;-27,17;293,92;-0,65;1,65;1,38;18,96;;;-15,85;-6,60;-9,99;160.451.699.191,56
BBSE3;39,17;11,61;8,27;6,02;3,88;;;;7,60;7,60;;;;16,54;-6,41;2,45;72,72;46,86;;0,64;0,36;0,00;;19,01;272.326.264,62;6,51;4,74;1,31;76.044.638.000,00
BDLL3;7,49;;-0,63;-0,05;0,03;7,06;-66,46;-46,91;-0,44;-6,78;-6,46;;0,29;-0,06;-0,05;0,41;-7,55;-5,00;103,24;-0,66;1,66;0,11;18,73;;946,24;-157,91;-11,92;0,02;8.608.452,80
BDLL4;4,09;;-0,34;-0,03;0,02;7,06;-66,46;-46,91;-0,24;-6,78;-6,46;;0,16;-0,03;-0,03;0,41;-7,55;-5,00;103,24;-0,66;1,66;0,11;18,73;;2.088,29;-157,91;-11,92;0,01;8.608.452,80
BEEF3;3,59;5,45;5,05;2,85;0,09;17,06;6,99;1,25;0,90;4,34;3,43;10,86;0,06;0,61;-0,21;1,32;56,47;1,71;14,22;0,03;0,96;1,37;23,09;0,42;49.713.835,50;1,26;0,71;-0,03;3.591.941.909,98
BEES3;8,50;8,42;9,06;1,20;0,07;28,49;5,93;5,76;8,80;8,88;;;0,52;0,59;-0,08;;13,26;0,82;;0,06;0,94;0,14;28,74;8,03;70.156,62;7,08;0,94;-0,29;2.979.936.553,88
BEES4;8,78;8,30;9,36;1,24;0,08;28,49;5,93;5,76;9,09;8,88;;;0,54;0,61;-0,09;;13,26;0,82;;0,06;0,94;0,14;28,74;8,03;25.779,24;7,08;0,94;-0,30;2.979.936.553,88
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;52,43;6,33;7,55;1,25;0,09;31,02;13,02;8,21;4,77;3,86;;;0,62;12,28;-0,09;;16,51;1,22;;0,07;0,93;0,15;24,17;24,15;25.992,29;42,07;6,94;1,23;980.858.541,30
BGIP4;32,56;13,82;4,69;0,77;0,06;31,02;13,02;8,21;2,96;3,86;;;0,39;7,63;-0,06;;16,51;1,22;;0,07;0,93;0,15;24,17;24,15;16.640,90;42,07;6,94;0,76;980.858.541,30
BHIA3;1,13;;-0,69;0,34;0,04;30,06;-1,82;-5,98;-2,28;-16,66;-14,38;2,15;0,04;-0,27;-0,06;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;3.619.684,52;3,32;-1,63;0,06;1.102.727.207,05
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;6,15;;34,99;2,60;1,47;36,48;7,59;7,47;34,43;36,84;2,42;0,18;2,61;6,02;-3,34;1,77;7,44;4,20;5,48;0,56;0,44;0,56;35,63;;505.284,05;2,36;0,18;-0,26;841.642.776,60
BLAU3;10,22;9,03;9,78;1,04;0,67;40,44;18,65;13,82;7,24;7,30;0,06;0,01;1,35;2,09;-1,37;2,66;10,63;6,82;6,67;0,64;0,36;0,49;7,57;-0,84;2.300.920,33;9,84;1,05;-1,08;2.383.427.876,62
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;53,00;3,22;8,16;2,19;0,18;47,54;2,97;8,95;24,61;26,84;;;0,73;0,89;-0,22;;26,89;2,15;;0,08;0,92;0,24;29,99;34,51;428.730,90;24,16;6,50;0,12;7.152.754.718,00
BMEB4;68,00;2,75;10,47;2,82;0,23;47,54;2,97;8,95;31,57;26,84;;;0,94;1,14;-0,28;;26,89;2,15;;0,08;0,92;0,24;29,99;34,51;2.332.497,81;24,16;6,50;0,15;7.152.754.718,00
BMGB4;5,30;10,32;5,80;0,69;0,07;33,14;3,52;6,79;11,17;11,17;;;0,39;-0,14;-0,07;0,01;11,89;1,18;;0,10;0,90;0,17;16,75;13,57;4.943.369,43;7,68;0,91;0,05;3.435.903.588,80
BMIN3;21,49;2,38;9,14;0,71;0,16;-0,28;17,50;15,93;8,32;8,12;;;1,46;98,01;-0,16;;7,82;1,79;;0,23;0,77;0,11;44,93;35,83;572,93;30,06;2,35;0,25;101.229.351,79
BMIN4;18,02;7,77;7,66;0,60;0,14;-0,28;17,50;15,93;6,98;8,12;;;1,22;82,18;-0,14;;7,82;1,79;;0,23;0,77;0,11;44,93;35,83;1.893,18;30,06;2,35;0,21;101.229.351,79
BMKS3;389,99;33,35;2,98;0,86;0,71;28,02;-188,07;445,49;-7,05;-0,59;6,46;-0,79;13,27;1,09;-2,53;9,61;28,82;23,68;-29,61;0,82;0,18;0,05;-7,83;76,45;15.641,43;454,44;130,97;0,01;177.347.952,50
BMOB3;23,51;9,08;12,60;2,07;0,99;26,29;8,83;8,91;12,73;10,78;-1,95;-0,32;1,12;3,19;-3,45;1,78;16,39;7,88;12,15;0,48;0,51;0,88;58,14;34,91;8.605.833,05;11,38;1,87;0,52;2.012.653.295,92
BNBR3;105,36;6,67;3,22;0,63;0,14;50,15;48,49;30,82;2,05;2,05;;;0,99;2,01;-0,15;;19,46;4,27;;0,22;0,78;0,14;20,69;25,95;63.802,44;168,19;32,73;0,07;10.399.005.554,64
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BOBR3;1,00;;-0,16;-0,17;0,29;39,58;13,45;-93,58;1,14;1,83;0,57;;0,15;-1,73;-0,54;0,74;-102,88;-174,17;-14,76;-1,69;2,69;1,86;8,56;;;-5,91;-6,08;0,00;286.317.616,02
BOBR4;1,21;;-0,20;-0,20;0,35;39,58;13,45;-93,58;1,38;1,83;0,57;;0,19;-2,09;-0,66;0,74;-102,88;-174,17;-14,76;-1,69;2,69;1,86;8,56;;975,90;-5,91;-6,08;0,00;286.317.616,02
BPAC11;54,66;2,28;12,09;2,72;0,25;21,43;29,09;26,78;11,13;11,13;;;3,24;-0,33;-0,25;0,01;22,52;2,07;;0,09;0,90;0,08;16,36;39,92;535.613.119,19;20,08;4,52;0,22;212.628.556.350,52
BPAC3;22,88;1,82;15,18;3,42;0,31;21,43;29,09;26,78;13,98;11,13;;;4,07;-0,42;-0,32;0,01;22,52;2,07;;0,09;0,90;0,08;16,36;39,92;474.185,29;6,69;1,51;0,27;212.628.556.350,52
BPAC5;18,33;2,27;12,16;2,74;0,25;21,43;29,09;26,78;11,20;11,13;;;3,26;-0,34;-0,25;0,01;22,52;2,07;;0,09;0,90;0,08;16,36;39,92;302.662,43;6,69;1,51;0,22;212.628.556.350,52
BPAN4;12,71;;41,58;2,12;0,23;34,90;0,19;2,58;565,76;565,76;;;1,07;-523,71;-0,23;0,05;5,10;0,56;;0,11;0,89;0,22;10,77;-9,00;114.514.167,00;5,99;0,31;-1,09;16.129.880.843,90
BPAR3;180,00;4,45;9,16;0,77;0,09;46,04;10,70;4,81;4,11;4,11;;;0,44;7,61;-0,09;;8,41;0,96;;0,11;0,89;0,20;19,38;-4,95;;233,59;19,66;-0,20;1.713.896.820,00
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;19,16;11,18;9,63;0,96;0,96;;;;10,63;11,36;-0,36;-0,03;;35,25;-0,99;5,99;10,00;9,94;9,06;0,99;0,01;0,00;;-11,82;593.694,52;19,90;1,99;-0,29;8.309.806.519,20
BRAP4;22,21;10,61;11,16;1,12;1,11;;;;12,32;11,36;-0,36;-0,03;;40,86;-1,15;5,99;10,00;9,94;9,06;0,99;0,01;0,00;;-11,82;39.006.321,81;19,90;1,99;-0,34;8.309.806.519,20
BRAV3;19,21;0,64;38,41;0,78;0,21;27,81;21,05;1,96;3,57;7,81;4,25;0,93;0,75;9,96;-0,26;1,12;2,04;0,55;3,26;0,27;0,73;0,28;124,40;;94.971.069,95;24,56;0,50;0,77;8.924.145.118,28
BRBI11;14,40;10,83;8,91;1,91;0,08;100,00;2,94;52,02;157,54;30,75;-126,79;-1,53;4,64;2,61;-7,08;1,03;21,38;0,93;-0,23;0,04;0,96;0,02;-23,54;13,84;4.198.135,41;7,56;1,62;-0,94;1.511.938.137,60
BRBI3;0,00;;0,00;0,00;0,00;100,00;2,94;52,02;0,00;30,75;-126,79;-1,53;0,00;0,00;0,00;1,03;21,38;0,93;-0,23;0,04;0,96;0,02;-23,54;13,84;;2,52;0,54;0,00;1.511.938.137,60
BRBI4;0,00;;0,00;0,00;0,00;100,00;2,94;52,02;0,00;30,75;-126,79;-1,53;0,00;0,00;0,00;1,03;21,38;0,93;-0,23;0,04;0,96;0,02;-23,54;13,84;;2,52;0,54;0,00;1.511.938.137,60
BRFS3;17,95;11,62;10,21;2,01;0,43;24,77;9,54;4,32;4,62;6,96;2,35;1,02;0,44;3,24;-0,84;1,38;19,69;4,23;10,48;0,21;0,77;0,98;10,51;15,13;377.952.894,00;8,93;1,76;-0,38;28.579.854.639,05
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;5,48;;-0,48;-0,28;0,06;2,02;-3,44;-13,68;-1,90;-20,76;-18,74;;0,07;-0,41;-0,09;0,71;-58,03;-12,04;-56,79;-0,21;1,21;0,88;3,85;;503.037,62;-19,74;-11,46;0,31;4.634.764.100,46
BRKM5;6,25;;-0,55;-0,32;0,07;2,02;-3,44;-13,68;-2,17;-20,76;-18,74;;0,07;-0,46;-0,10;0,71;-58,03;-12,04;-56,79;-0,21;1,21;0,88;3,85;;61.488.216,91;-19,74;-11,46;0,35;4.634.764.100,46
